company,ticker,year,AccountsReceivableNetCurrent,Assets,CashAndCashEquivalentsAtCarryingValue,InventoryNet,Liabilities,NetIncomeLoss,Revenues,dsri,aqi,sgi,lvgi,accruals,cash_profit_gap,rev_growth,recv_growth,rev_recv_divergence
ADVANCED MICRO DEVICES INC,AMD,2017,454000000.0,3552000000.0,1185000000.0,694000000.0,,-33000000.0,5253000000.0,1.0034337777286506,1.146603438196748,1.2162537624450105,,-0.34290540540540543,35.90909090909091,0.2162537624450104,0.22043010752688172,0.004176345081871313
ADVANCED MICRO DEVICES INC,AMD,2018,1235000000.0,4556000000.0,1078000000.0,845000000.0,,337000000.0,6475000000.0,2.2068800707567227,0.8941136137581649,1.232628973919665,,-0.16264266900790167,3.198813056379822,0.23262897391966494,1.7202643171806167,1.4876353432609517
ADVANCED MICRO DEVICES INC,AMD,2019,1859000000.0,6028000000.0,1466000000.0,982000000.0,,341000000.0,6731000000.0,1.4480135117171922,0.9304309977377863,1.0395366795366796,,-0.18662906436629065,4.299120234604105,0.03953667953667954,0.5052631578947369,0.4657264783580573
ADVANCED MICRO DEVICES INC,AMD,2020,2066000000.0,8962000000.0,1595000000.0,1399000000.0,,2490000000.0,9763000000.0,0.7662089641777474,1.525017048546766,1.450453127321349,,0.09986610131667038,0.6405622489959839,0.45045312732134896,0.11135018827326519,-0.33910293904808375
ADVANCED MICRO DEVICES INC,AMD,2021,2706000000.0,12419000000.0,2535000000.0,1955000000.0,,3162000000.0,16434000000.0,0.7781037023213863,0.9659420518047672,1.6832940694458671,,0.050487156775907885,0.801707779886148,0.683294069445867,0.30977734753146174,-0.37351672191440527
ADVANCED MICRO DEVICES INC,AMD,2022,4126000000.0,67580000000.0,4835000000.0,3771000000.0,,1320000000.0,23601000000.0,1.061730538495165,1.9297862590947445,1.436108068638189,,-0.05201242971293282,3.662878787878788,0.43610806863818913,0.524759793052476,0.08865172441428687
ADVANCED MICRO DEVICES INC,AMD,2023,4323000000.0,67885000000.0,3933000000.0,4351000000.0,,854000000.0,22680000000.0,1.0902933584162378,1.0033117323216927,0.9609762298207704,,-0.04535611696251013,4.605386416861827,-0.03902377017922969,0.04774600096946195,0.08676977114869164
ADVANCED MICRO DEVICES INC,AMD,2024,6192000000.0,69226000000.0,3787000000.0,5734000000.0,,1641000000.0,25785000000.0,1.2598580828467723,0.9493176630580434,1.1369047619047619,,-0.03099991332736255,2.307739183424741,0.13690476190476192,0.4323386537126995,0.2954338918079376
ADVANCED MICRO DEVICES INC,AMD,2025,6315000000.0,76926000000.0,5539000000.0,7920000000.0,,4335000000.0,34639000000.0,0.7591790188770958,0.9610992130233198,1.3433779329067288,,-0.01565140524660063,1.2777393310265284,0.34337793290672874,0.01986434108527132,-0.32351359182145745
AES CORP,AES,2008,2064000000.0,34806000000.0,865000000.0,547000000.0,,1234000000.0,,,,,,0.01060162041027409,0.7009724473257699,,,
AES CORP,AES,2009,2118000000.0,39535000000.0,1745000000.0,560000000.0,,658000000.0,13110000000.0,,0.9866600539926502,,,-0.027494625015808776,2.6519756838905777,,0.02616279069767442,
AES CORP,AES,2010,2256000000.0,40511000000.0,2360000000.0,552000000.0,,9000000.0,15443000000.0,0.9042409269287642,0.9823282240431124,1.177955758962624,,-0.05803362049813631,262.22222222222223,0.17795575896262394,0.06515580736543909,-0.11279995159718485
